Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2007,ROS,White Non Hispanic,M,45-54,75,313,154
2007,ROS,White Non Hispanic,F,55-64,4,116,36
2007,ROS,White Non Hispanic,M,55-64,60,330,97
2007,ROS,White Non Hispanic,F,65-74,3,97,19
2007,ROS,White Non Hispanic,M,65-74,38,230,49
2007,ROS,White Non Hispanic,F,75-84,2,105,9
2007,ROS,White Non Hispanic,M,75-84,39,162,53
2007,ROS,White Non Hispanic,F,85+,1,50,5
2007,ROS,White Non Hispanic,M,85+,16,39,20
2007,ROS,White Non Hispanic,F,<1,0,0,0
2007,ROS,White Non Hispanic,M,<1,0,0,0
2007,ROS,White Non Hispanic,F,Total,41,535,179
2007,ROS,White Non Hispanic,M,Total,357,1244,651
2008,NYC,Black Non Hispanic,F,1-9,0,0,0
2008,NYC,Black Non Hispanic,M,1-9,0,0,0
2008,NYC,Black Non Hispanic,F,10-19,0,0,2
2008,NYC,Black Non Hispanic,M,10-19,2,0,3
2008,NYC,Black Non Hispanic,F,20-24,0,0,2
2008,NYC,Black Non Hispanic,M,20-24,11,0,7
2008,NYC,Black Non Hispanic,F,25-34,0,2,5
2008,NYC,Black Non Hispanic,M,25-34,3,2,10
2008,NYC,Black Non Hispanic,F,35-44,0,18,5
2008,NYC,Black Non Hispanic,M,35-44,0,24,10
2008,NYC,Black Non Hispanic,F,45-54,0,44,4
2008,NYC,Black Non Hispanic,M,45-54,0,72,10
2008,NYC,Black Non Hispanic,F,55-64,0,42,0
2008,NYC,Black Non Hispanic,M,55-64,0,113,2
2008,NYC,Black Non Hispanic,F,65-74,0,18,0
2008,NYC,Black Non Hispanic,M,65-74,0,51,4
2008,NYC,Black Non Hispanic,F,75-84,0,12,1
2008,NYC,Black Non Hispanic,M,75-84,0,13,1
2008,NYC,Black Non Hispanic,F,85+,0,2,0
2008,NYC,Black Non Hispanic,M,85+,0,3,0
2008,NYC,Black Non Hispanic,F,<1,0,0,0
2008,NYC,Black Non Hispanic,M,<1,0,0,0
2008,NYC,Black Non Hispanic,F,Total,0,138,19
2008,NYC,Black Non Hispanic,M,Total,16,278,47
2008,NYC,Hispanic,F,1-9,0,0,0
2008,NYC,Hispanic,M,1-9,0,0,0
2008,NYC,Hispanic,F,10-19,0,0,3
2008,NYC,Hispanic,M,10-19,0,2,3
2008,NYC,Hispanic,F,20-24,0,0,1
2008,NYC,Hispanic,M,20-24,2,5,6
2008,NYC,Hispanic,F,25-34,0,0,3
2008,NYC,Hispanic,M,25-34,1,29,14
2008,NYC,Hispanic,F,35-44,1,15,4
2008,NYC,Hispanic,M,35-44,2,62,14
2008,NYC,Hispanic,F,45-54,0,32,3
2008,NYC,Hispanic,M,45-54,1,130,16
2008,NYC,Hispanic,F,55-64,0,30,3
2008,NYC,Hispanic,M,55-64,0,147,12
2008,NYC,Hispanic,F,65-74,0,34,2
2008,NYC,Hispanic,M,65-74,0,63,4
2008,NYC,Hispanic,F,75-84,0,17,0
2008,NYC,Hispanic,M,75-84,0,15,2
2008,NYC,Hispanic,F,85+,0,7,0
2008,NYC,Hispanic,M,85+,0,5,0
2008,NYC,Hispanic,F,<1,0,0,0
2008,NYC,Hispanic,M,<1,0,0,0
2008,NYC,Hispanic,F,Total,1,135,19
2008,NYC,Hispanic,M,Total,6,458,71
2008,NYC,Not Stated,M,1-9,0,0,0
2008,NYC,Not Stated,M,10-19,0,0,1
2008,NYC,Not Stated,F,20-24,0,0,0
2008,NYC,Not Stated,M,20-24,1,0,0
2008,NYC,Not Stated,F,25-34,0,0,1
2008,NYC,Not Stated,M,25-34,1,1,0
2008,NYC,Not Stated,F,35-44,0,0,0
2008,NYC,Not Stated,M,35-44,0,3,2
2008,NYC,Not Stated,F,45-54,0,1,0
2008,NYC,Not Stated,M,45-54,0,4,0
2008,NYC,Not Stated,F,55-64,0,0,0
2008,NYC,Not Stated,M,55-64,0,6,0
2008,NYC,Not Stated,F,65-74,0,0,1
2008,NYC,Not Stated,M,65-74,0,2,0
2008,NYC,Not Stated,F,75-84,0,1,1
2008,NYC,Not Stated,M,75-84,0,0,0
2008,NYC,Not Stated,F,85+,0,0,0
2008,NYC,Not Stated,M,85+,0,0,0
2008,NYC,Not Stated,F,<1,0,0,0
2008,NYC,Not Stated,M,<1,0,0,0
2008,NYC,Not Stated,F,Total,0,2,3
2008,NYC,Not Stated,M,Total,2,16,3
2008,NYC,Other Non Hispanic,F,1-9,0,0,0
2008,NYC,Other Non Hispanic,M,1-9,0,0,0
2008,NYC,Other Non Hispanic,F,10-19,0,0,0
2008,NYC,Other Non Hispanic,M,10-19,0,2,1
2008,NYC,Other Non Hispanic,F,20-24,0,0,0
2008,NYC,Other Non Hispanic,M,20-24,0,0,1
2008,NYC,Other Non Hispanic,F,25-34,0,0,8
2008,NYC,Other Non Hispanic,M,25-34,0,3,6
2008,NYC,Other Non Hispanic,F,35-44,0,1,7
2008,NYC,Other Non Hispanic,M,35-44,0,12,6
2008,NYC,Other Non Hispanic,F,45-54,0,2,5
2008,NYC,Other Non Hispanic,M,45-54,0,11,10
2008,NYC,Other Non Hispanic,F,55-64,0,3,1
2008,NYC,Other Non Hispanic,M,55-64,0,17,0
2008,NYC,Other Non Hispanic,F,65-74,0,7,2
2008,NYC,Other Non Hispanic,M,65-74,0,9,4
2008,NYC,Other Non Hispanic,F,75-84,0,0,2
2008,NYC,Other Non Hispanic,M,75-84,0,5,1
2008,NYC,Other Non Hispanic,F,85+,0,5,1
2008,NYC,Other Non Hispanic,M,85+,0,0,1
2008,NYC,Other Non Hispanic,F,<1,0,0,0
2008,NYC,Other Non Hispanic,M,<1,0,0,0
2008,NYC,Other Non Hispanic,F,Total,0,18,26
2008,NYC,Other Non Hispanic,M,Total,0,59,30
2008,NYC,White Non Hispanic,F,1-9,0,0,0
2008,NYC,White Non Hispanic,M,1-9,0,0,0
2008,NYC,White Non Hispanic,F,10-19,0,0,1
2008,NYC,White Non Hispanic,M,10-19,0,1,3
2008,NYC,White Non Hispanic,F,20-24,1,0,1
2008,NYC,White Non Hispanic,M,20-24,0,4,7
2008,NYC,White Non Hispanic,F,25-34,0,4,10
2008,NYC,White Non Hispanic,M,25-34,1,13,25
2008,NYC,White Non Hispanic,F,35-44,0,17,12
2008,NYC,White Non Hispanic,M,35-44,2,45,29
2008,NYC,White Non Hispanic,F,45-54,1,27,11
2008,NYC,White Non Hispanic,M,45-54,3,135,46
2008,NYC,White Non Hispanic,F,55-64,0,43,8
2008,NYC,White Non Hispanic,M,55-64,1,120,30
2008,NYC,White Non Hispanic,F,65-74,0,21,8
2008,NYC,White Non Hispanic,M,65-74,1,51,26
2008,NYC,White Non Hispanic,F,75-84,0,19,2
2008,NYC,White Non Hispanic,M,75-84,0,30,14
2008,NYC,White Non Hispanic,F,85+,0,5,3
2008,NYC,White Non Hispanic,M,85+,0,9,1
2008,NYC,White Non Hispanic,F,<1,0,0,0
2008,NYC,White Non Hispanic,M,<1,0,0,0
2008,NYC,White Non Hispanic,F,Total,2,136,56
2008,NYC,White Non Hispanic,M,Total,8,408,181
2008,ROS,Black Non Hispanic,F,1-9,0,0,0
2008,ROS,Black Non Hispanic,M,1-9,0,0,0
2008,ROS,Black Non Hispanic,F,10-19,2,0,2
2008,ROS,Black Non Hispanic,M,10-19,22,0,0
2008,ROS,Black Non Hispanic,F,20-24,1,0,1
2008,ROS,Black Non Hispanic,M,20-24,33,1,6
2008,ROS,Black Non Hispanic,F,25-34,3,3,3
2008,ROS,Black Non Hispanic,M,25-34,29,1,5
2008,ROS,Black Non Hispanic,F,35-44,1,4,2
2008,ROS,Black Non Hispanic,M,35-44,14,5,10
2008,ROS,Black Non Hispanic,F,45-54,2,10,1
2008,ROS,Black Non Hispanic,M,45-54,8,27,5
2008,ROS,Black Non Hispanic,F,55-64,0,13,0
2008,ROS,Black Non Hispanic,M,55-64,0,37,3
2008,ROS,Black Non Hispanic,F,65-74,0,5,0
2008,ROS,Black Non Hispanic,M,65-74,0,13,0
2008,ROS,Black Non Hispanic,F,75-84,0,5,0
2008,ROS,Black Non Hispanic,M,75-84,1,6,1
2008,ROS,Black Non Hispanic,F,85+,0,1,0
2008,ROS,Black Non Hispanic,M,85+,0,0,0
2008,ROS,Black Non Hispanic,F,<1,0,0,0
2008,ROS,Black Non Hispanic,M,<1,0,0,0
2008,ROS,Black Non Hispanic,F,Total,9,41,9
2008,ROS,Black Non Hispanic,M,Total,107,90,30
2008,ROS,Hispanic,F,1-9,0,0,0
2008,ROS,Hispanic,M,1-9,0,0,0
2008,ROS,Hispanic,F,10-19,1,0,1
2008,ROS,Hispanic,M,10-19,1,0,1
2008,ROS,Hispanic,F,20-24,0,0,1
2008,ROS,Hispanic,M,20-24,5,2,2
2008,ROS,Hispanic,F,25-34,1,0,1
2008,ROS,Hispanic,M,25-34,12,8,12
2008,ROS,Hispanic,F,35-44,0,6,1
2008,ROS,Hispanic,M,35-44,7,19,6
2008,ROS,Hispanic,F,45-54,1,9,1
2008,ROS,Hispanic,M,45-54,3,25,8
2008,ROS,Hispanic,F,55-64,0,8,0
2008,ROS,Hispanic,M,55-64,1,30,5
2008,ROS,Hispanic,F,65-74,0,5,0
2008,ROS,Hispanic,M,65-74,0,12,2
2008,ROS,Hispanic,F,75-84,0,4,0
2008,ROS,Hispanic,M,75-84,0,4,1
2008,ROS,Hispanic,F,85+,0,1,0
2008,ROS,Hispanic,M,85+,0,0,0
2008,ROS,Hispanic,F,<1,0,0,0
2008,ROS,Hispanic,M,<1,0,0,0
2008,ROS,Hispanic,F,Total,3,33,5
2008,ROS,Hispanic,M,Total,29,100,37
2008,ROS,Not Stated,F,1-9,0,0,0
2008,ROS,Not Stated,F,10-19,1,0,0
2008,ROS,Not Stated,M,10-19,1,0,0
2008,ROS,Not Stated,M,20-24,1,0,1
2008,ROS,Not Stated,F,25-34,0,0,0
2008,ROS,Not Stated,M,25-34,1,0,1
2008,ROS,Not Stated,F,35-44,0,0,1
2008,ROS,Not Stated,M,35-44,0,4,1
2008,ROS,Not Stated,F,45-54,0,1,0
2008,ROS,Not Stated,M,45-54,0,0,0
2008,ROS,Not Stated,F,55-64,0,1,0
2008,ROS,Not Stated,M,55-64,0,2,0
2008,ROS,Not Stated,F,65-74,0,1,0
2008,ROS,Not Stated,M,65-74,0,3,2
2008,ROS,Not Stated,F,75-84,0,0,0
2008,ROS,Not Stated,M,75-84,0,1,0
2008,ROS,Not Stated,F,85+,0,0,0
2008,ROS,Not Stated,M,85+,0,0,1
2008,ROS,Not Stated,F,<1,0,0,0
2008,ROS,Not Stated,M,<1,0,0,0
2008,ROS,Not Stated,F,Total,1,3,1
2008,ROS,Not Stated,M,Total,3,10,6
2008,ROS,Other Non Hispanic,F,1-9,0,0,0
2008,ROS,Other Non Hispanic,M,1-9,0,0,0
2008,ROS,Other Non Hispanic,F,10-19,0,0,0
2008,ROS,Other Non Hispanic,M,10-19,1,0,2
2008,ROS,Other Non Hispanic,F,20-24,0,0,0
2008,ROS,Other Non Hispanic,M,20-24,1,1,2
2008,ROS,Other Non Hispanic,F,25-34,0,0,0
2008,ROS,Other Non Hispanic,M,25-34,1,0,2
2008,ROS,Other Non Hispanic,F,35-44,0,2,0
2008,ROS,Other Non Hispanic,M,35-44,2,6,1
2008,ROS,Other Non Hispanic,F,45-54,0,1,0
2008,ROS,Other Non Hispanic,M,45-54,0,7,2
2008,ROS,Other Non Hispanic,F,55-64,0,1,0
2008,ROS,Other Non Hispanic,M,55-64,0,3,0
2008,ROS,Other Non Hispanic,F,65-74,0,0,1
2008,ROS,Other Non Hispanic,M,65-74,0,4,2
2008,ROS,Other Non Hispanic,F,75-84,0,2,0
2008,ROS,Other Non Hispanic,M,75-84,0,2,0
2008,ROS,Other Non Hispanic,F,85+,0,1,1
2008,ROS,Other Non Hispanic,M,85+,0,1,0
2008,ROS,Other Non Hispanic,F,<1,0,0,0
2008,ROS,Other Non Hispanic,M,<1,0,0,0
2008,ROS,Other Non Hispanic,F,Total,0,7,2
2008,ROS,Other Non Hispanic,M,Total,5,24,11
2008,ROS,White Non Hispanic,F,1-9,0,1,0
2008,ROS,White Non Hispanic,M,1-9,1,0,0
2008,ROS,White Non Hispanic,F,10-19,2,1,5
2008,ROS,White Non Hispanic,M,10-19,17,4,26
2008,ROS,White Non Hispanic,F,20-24,4,5,16
2008,ROS,White Non Hispanic,M,20-24,15,20,43
2008,ROS,White Non Hispanic,F,25-34,7,9,14
2008,ROS,White Non Hispanic,M,25-34,40,35,78
2008,ROS,White Non Hispanic,F,35-44,9,34,30
2008,ROS,White Non Hispanic,M,35-44,61,96,135
2008,ROS,White Non Hispanic,F,45-54,9,126,57
2008,ROS,White Non Hispanic,M,45-54,66,313,148
2008,ROS,White Non Hispanic,F,55-64,4,120,35
2008,ROS,White Non Hispanic,M,55-64,57,381,102
2008,ROS,White Non Hispanic,F,65-74,1,112,12
2008,ROS,White Non Hispanic,M,65-74,41,212,56
2008,ROS,White Non Hispanic,F,75-84,2,121,9
2008,ROS,White Non Hispanic,M,75-84,30,165,47
2008,ROS,White Non Hispanic,F,85+,4,55,3
2008,ROS,White Non Hispanic,M,85+,16,41,20
2008,ROS,White Non Hispanic,F,<1,0,0,0
2008,ROS,White Non Hispanic,M,<1,0,0,0
2008,ROS,White Non Hispanic,F,Total,42,584,181
2008,ROS,White Non Hispanic,M,Total,344,1267,655
2009,NYC,Black Non Hispanic,F,1-9,0,0,0
2009,NYC,Black Non Hispanic,M,1-9,0,0,0
2009,NYC,Black Non Hispanic,F,10-19,0,0,1
2009,NYC,Black Non Hispanic,M,10-19,3,0,4
2009,NYC,Black Non Hispanic,F,20-24,0,0,4
2009,NYC,Black Non Hispanic,M,20-24,6,1,6
2009,NYC,Black Non Hispanic,F,25-34,1,1,4
2009,NYC,Black Non Hispanic,M,25-34,2,3,10
2009,NYC,Black Non Hispanic,F,35-44,0,21,4
2009,NYC,Black Non Hispanic,M,35-44,5,22,14
2009,NYC,Black Non Hispanic,F,45-54,1,42,3
2009,NYC,Black Non Hispanic,M,45-54,1,92,12
2009,NYC,Black Non Hispanic,F,55-64,0,39,2
2009,NYC,Black Non Hispanic,M,55-64,1,118,5
2009,NYC,Black Non Hispanic,F,65-74,0,19,0
2009,NYC,Black Non Hispanic,M,65-74,0,62,1
2009,NYC,Black Non Hispanic,F,75-84,0,12,0
2009,NYC,Black Non Hispanic,M,75-84,0,25,2
2009,NYC,Black Non Hispanic,F,85+,0,2,0
2009,NYC,Black Non Hispanic,M,85+,0,5,0
2009,NYC,Black Non Hispanic,F,<1,0,0,0
2009,NYC,Black Non Hispanic,M,<1,0,1,0
2009,NYC,Black Non Hispanic,F,Total,2,136,18
2009,NYC,Black Non Hispanic,M,Total,18,329,54
2009,NYC,Hispanic,F,1-9,0,0,0
2009,NYC,Hispanic,M,1-9,0,0,1
2009,NYC,Hispanic,F,10-19,0,0,3
2009,NYC,Hispanic,M,10-19,0,1,1
2009,NYC,Hispanic,F,20-24,0,0,1
2009,NYC,Hispanic,M,20-24,0,1,9
2009,NYC,Hispanic,F,25-34,0,3,1
2009,NYC,Hispanic,M,25-34,6,19,19
2009,NYC,Hispanic,F,35-44,0,15,4
2009,NYC,Hispanic,M,35-44,3,48,13
2009,NYC,Hispanic,F,45-54,0,25,1
2009,NYC,Hispanic,M,45-54,0,138,16
2009,NYC,Hispanic,F,55-64,0,33,4
2009,NYC,Hispanic,M,55-64,0,117,6
2009,NYC,Hispanic,F,65-74,0,12,4
2009,NYC,Hispanic,M,65-74,0,67,3
2009,NYC,Hispanic,F,75-84,0,25,0
2009,NYC,Hispanic,M,75-84,0,28,2
2009,NYC,Hispanic,F,85+,0,6,1
2009,NYC,Hispanic,M,85+,0,3,1
2009,NYC,Hispanic,F,<1,0,0,0
2009,NYC,Hispanic,M,<1,0,0,0
2009,NYC,Hispanic,F,Total,0,119,19
2009,NYC,Hispanic,M,Total,9,422,71
2009,NYC,Not Stated,F,1-9,0,0,0
2009,NYC,Not Stated,M,1-9,0,0,0
2009,NYC,Not Stated,M,10-19,0,0,0
2009,NYC,Not Stated,M,20-24,0,0,0
2009,NYC,Not Stated,M,25-34,1,0,1
2009,NYC,Not Stated,F,35-44,0,1,0
2009,NYC,Not Stated,M,35-44,0,4,0
2009,NYC,Not Stated,F,45-54,0,1,0
2009,NYC,Not Stated,M,45-54,0,7,0
2009,NYC,Not Stated,F,55-64,0,0,1
2009,NYC,Not Stated,M,55-64,1,2,1
2009,NYC,Not Stated,F,65-74,0,1,0
2009,NYC,Not Stated,M,65-74,0,4,1
2009,NYC,Not Stated,F,75-84,0,0,0
2009,NYC,Not Stated,M,75-84,0,0,0
2009,NYC,Not Stated,F,85+,0,0,0
2009,NYC,Not Stated,M,85+,0,0,0
2009,NYC,Not Stated,F,<1,0,0,0
2009,NYC,Not Stated,M,<1,0,0,0
2009,NYC,Not Stated,F,Total,0,3,1
2009,NYC,Not Stated,M,Total,2,17,3
2009,NYC,Other Non Hispanic,F,1-9,0,0,0
2009,NYC,Other Non Hispanic,M,1-9,0,0,0
2009,NYC,Other Non Hispanic,F,10-19,0,0,1
2009,NYC,Other Non Hispanic,M,10-19,0,0,2
2009,NYC,Other Non Hispanic,F,20-24,0,0,2
2009,NYC,Other Non Hispanic,M,20-24,0,0,2
2009,NYC,Other Non Hispanic,F,25-34,0,0,3
2009,NYC,Other Non Hispanic,M,25-34,0,2,5
2009,NYC,Other Non Hispanic,F,35-44,0,2,2
2009,NYC,Other Non Hispanic,M,35-44,0,12,6
2009,NYC,Other Non Hispanic,F,45-54,0,6,4
2009,NYC,Other Non Hispanic,M,45-54,0,13,6
2009,NYC,Other Non Hispanic,F,55-64,0,5,2
2009,NYC,Other Non Hispanic,M,55-64,0,12,6
2009,NYC,Other Non Hispanic,F,65-74,0,4,1
2009,NYC,Other Non Hispanic,M,65-74,0,8,3
2009,NYC,Other Non Hispanic,F,75-84,0,7,0
2009,NYC,Other Non Hispanic,M,75-84,0,6,2
2009,NYC,Other Non Hispanic,F,85+,0,0,2
2009,NYC,Other Non Hispanic,M,85+,0,2,0
2009,NYC,Other Non Hispanic,F,<1,0,0,0
2009,NYC,Other Non Hispanic,M,<1,0,0,0
2009,NYC,Other Non Hispanic,F,Total,0,24,17
2009,NYC,Other Non Hispanic,M,Total,0,55,32
2009,NYC,White Non Hispanic,F,1-9,0,0,0
2009,NYC,White Non Hispanic,M,1-9,0,0,0
2009,NYC,White Non Hispanic,F,10-19,0,0,1
2009,NYC,White Non Hispanic,M,10-19,0,0,5
2009,NYC,White Non Hispanic,F,20-24,0,0,4
2009,NYC,White Non Hispanic,M,20-24,1,1,9
2009,NYC,White Non Hispanic,F,25-34,0,4,4
2009,NYC,White Non Hispanic,M,25-34,1,18,23
2009,NYC,White Non Hispanic,F,35-44,0,7,10
2009,NYC,White Non Hispanic,M,35-44,1,41,28
2009,NYC,White Non Hispanic,F,45-54,1,34,10
2009,NYC,White Non Hispanic,M,45-54,1,123,44
2009,NYC,White Non Hispanic,F,55-64,0,48,11
2009,NYC,White Non Hispanic,M,55-64,1,148,39
2009,NYC,White Non Hispanic,F,65-74,0,35,5
2009,NYC,White Non Hispanic,M,65-74,0,83,11
2009,NYC,White Non Hispanic,F,75-84,1,28,7
2009,NYC,White Non Hispanic,M,75-84,1,37,15
2009,NYC,White Non Hispanic,F,85+,0,6,2
2009,NYC,White Non Hispanic,M,85+,0,17,4
2009,NYC,White Non Hispanic,F,<1,0,0,0
2009,NYC,White Non Hispanic,M,<1,0,0,0
2009,NYC,White Non Hispanic,F,Total,2,162,54
2009,NYC,White Non Hispanic,M,Total,6,468,178
2009,ROS,Black Non Hispanic,F,1-9,0,0,0
2009,ROS,Black Non Hispanic,M,1-9,0,0,0
2009,ROS,Black Non Hispanic,F,10-19,1,1,3
2009,ROS,Black Non Hispanic,M,10-19,13,0,0
2009,ROS,Black Non Hispanic,F,20-24,2,0,0
2009,ROS,Black Non Hispanic,M,20-24,28,3,5
2009,ROS,Black Non Hispanic,F,25-34,2,0,1
2009,ROS,Black Non Hispanic,M,25-34,44,3,7
2009,ROS,Black Non Hispanic,F,35-44,1,4,4
2009,ROS,Black Non Hispanic,M,35-44,16,14,10
2009,ROS,Black Non Hispanic,F,45-54,2,16,3
2009,ROS,Black Non Hispanic,M,45-54,4,29,7
2009,ROS,Black Non Hispanic,F,55-64,0,17,0
2009,ROS,Black Non Hispanic,M,55-64,2,43,2
2009,ROS,Black Non Hispanic,F,65-74,0,9,1
2009,ROS,Black Non Hispanic,M,65-74,0,18,0
2009,ROS,Black Non Hispanic,F,75-84,0,3,0
2009,ROS,Black Non Hispanic,M,75-84,2,5,1
2009,ROS,Black Non Hispanic,F,85+,0,1,0
2009,ROS,Black Non Hispanic,M,85+,0,0,0
2009,ROS,Black Non Hispanic,F,<1,0,0,0
2009,ROS,Black Non Hispanic,M,<1,0,0,0
2009,ROS,Black Non Hispanic,F,Total,8,51,12
2009,ROS,Black Non Hispanic,M,Total,109,115,32
2009,ROS,Hispanic,F,1-9,0,0,0
2009,ROS,Hispanic,M,1-9,0,0,0
2009,ROS,Hispanic,F,10-19,0,0,3
2009,ROS,Hispanic,M,10-19,5,2,2
2009,ROS,Hispanic,F,20-24,0,0,0
2009,ROS,Hispanic,M,20-24,6,0,4
2009,ROS,Hispanic,F,25-34,0,0,0
2009,ROS,Hispanic,M,25-34,11,11,7
2009,ROS,Hispanic,F,35-44,2,2,4
2009,ROS,Hispanic,M,35-44,2,14,9
2009,ROS,Hispanic,F,45-54,1,4,1
2009,ROS,Hispanic,M,45-54,2,24,8
2009,ROS,Hispanic,F,55-64,0,9,0
2009,ROS,Hispanic,M,55-64,1,26,1
2009,ROS,Hispanic,F,65-74,0,8,0
2009,ROS,Hispanic,M,65-74,0,14,0
2009,ROS,Hispanic,F,75-84,0,2,0
2009,ROS,Hispanic,M,75-84,1,5,2
2009,ROS,Hispanic,F,85+,0,1,0
2009,ROS,Hispanic,M,85+,0,1,0
2009,ROS,Hispanic,F,<1,0,0,0
2009,ROS,Hispanic,M,<1,0,0,0
2009,ROS,Hispanic,F,Total,3,26,8
2009,ROS,Hispanic,M,Total,28,97,33
2009,ROS,Not Stated,F,1-9,0,0,0
2009,ROS,Not Stated,M,1-9,0,0,0
2009,ROS,Not Stated,F,10-19,0,0,0
2009,ROS,Not Stated,M,10-19,0,0,0
2009,ROS,Not Stated,F,20-24,0,0,0
2009,ROS,Not Stated,M,20-24,2,1,1
2009,ROS,Not Stated,F,25-34,0,1,0
2009,ROS,Not Stated,M,25-34,0,2,0
2009,ROS,Not Stated,F,35-44,0,0,0
2009,ROS,Not Stated,M,35-44,1,0,1
2009,ROS,Not Stated,F,45-54,0,0,0
2009,ROS,Not Stated,M,45-54,0,5,0
2009,ROS,Not Stated,F,55-64,0,0,0
2009,ROS,Not Stated,M,55-64,0,1,0
2009,ROS,Not Stated,F,65-74,0,1,0
2009,ROS,Not Stated,M,65-74,0,6,0
2009,ROS,Not Stated,F,75-84,0,0,0
2009,ROS,Not Stated,M,75-84,0,3,0
2009,ROS,Not Stated,F,85+,0,0,0
2009,ROS,Not Stated,M,85+,0,0,0
2009,ROS,Not Stated,F,<1,0,0,0
2009,ROS,Not Stated,M,<1,0,0,0
2009,ROS,Not Stated,F,Total,0,2,0
2009,ROS,Not Stated,M,Total,3,18,2
2009,ROS,Other Non Hispanic,F,1-9,0,0,0
2009,ROS,Other Non Hispanic,M,1-9,0,0,0
2009,ROS,Other Non Hispanic,F,10-19,0,0,0
2009,ROS,Other Non Hispanic,M,10-19,0,0,2
2009,ROS,Other Non Hispanic,F,20-24,1,0,0
2009,ROS,Other Non Hispanic,M,20-24,0,1,4
2009,ROS,Other Non Hispanic,F,25-34,0,1,2
2009,ROS,Other Non Hispanic,M,25-34,0,0,0
2009,ROS,Other Non Hispanic,F,35-44,2,1,1
2009,ROS,Other Non Hispanic,M,35-44,1,3,4
2009,ROS,Other Non Hispanic,F,45-54,3,2,0
2009,ROS,Other Non Hispanic,M,45-54,2,7,3
2009,ROS,Other Non Hispanic,F,55-64,1,2,0
2009,ROS,Other Non Hispanic,M,55-64,0,7,1
2009,ROS,Other Non Hispanic,F,65-74,0,3,1
2009,ROS,Other Non Hispanic,M,65-74,1,0,1
2009,ROS,Other Non Hispanic,F,75-84,0,0,0
2009,ROS,Other Non Hispanic,M,75-84,0,0,0
2009,ROS,Other Non Hispanic,F,85+,0,0,0
2009,ROS,Other Non Hispanic,M,85+,0,0,0
2009,ROS,Other Non Hispanic,F,<1,0,0,0
2009,ROS,Other Non Hispanic,M,<1,0,0,0
2009,ROS,Other Non Hispanic,F,Total,7,9,4
2009,ROS,Other Non Hispanic,M,Total,4,18,15
2009,ROS,White Non Hispanic,F,1-9,0,0,0
2009,ROS,White Non Hispanic,M,1-9,1,0,0
2009,ROS,White Non Hispanic,F,10-19,4,0,9
2009,ROS,White Non Hispanic,M,10-19,17,2,32
2009,ROS,White Non Hispanic,F,20-24,2,2,11
2009,ROS,White Non Hispanic,M,20-24,27,8,55
2009,ROS,White Non Hispanic,F,25-34,4,7,19
2009,ROS,White Non Hispanic,M,25-34,35,34,67
2009,ROS,White Non Hispanic,F,35-44,6,39,32
2009,ROS,White Non Hispanic,M,35-44,41,93,106
2009,ROS,White Non Hispanic,F,45-54,7,95,43
2009,ROS,White Non Hispanic,M,45-54,70,333,172
2009,ROS,White Non Hispanic,F,55-64,8,118,23
2009,ROS,White Non Hispanic,M,55-64,63,369,118
2009,ROS,White Non Hispanic,F,65-74,4,106,12
2009,ROS,White Non Hispanic,M,65-74,42,226,65
2009,ROS,White Non Hispanic,F,75-84,2,100,4
2009,ROS,White Non Hispanic,M,75-84,27,148,40
2009,ROS,White Non Hispanic,F,85+,6,50,8
2009,ROS,White Non Hispanic,M,85+,20,47,27
2009,ROS,White Non Hispanic,F,<1,0,0,0
2009,ROS,White Non Hispanic,M,<1,0,0,0
2009,ROS,White Non Hispanic,F,Total,43,517,161
2009,ROS,White Non Hispanic,M,Total,343,1260,682
2010,NYC,Black Non Hispanic,F,1-9,0,0,0
2010,NYC,Black Non Hispanic,M,1-9,0,0,0
2010,NYC,Black Non Hispanic,F,10-19,0,0,0
2010,NYC,Black Non Hispanic,M,10-19,1,0,3
2010,NYC,Black Non Hispanic,F,20-24,0,1,0
2010,NYC,Black Non Hispanic,M,20-24,2,0,7
2010,NYC,Black Non Hispanic,F,25-34,0,3,8
2010,NYC,Black Non Hispanic,M,25-34,3,3,14
2010,NYC,Black Non Hispanic,F,35-44,1,9,5
2010,NYC,Black Non Hispanic,M,35-44,0,17,13
2010,NYC,Black Non Hispanic,F,45-54,0,37,3
2010,NYC,Black Non Hispanic,M,45-54,2,80,5
2010,NYC,Black Non Hispanic,F,55-64,0,39,2
2010,NYC,Black Non Hispanic,M,55-64,2,118,9
2010,NYC,Black Non Hispanic,F,65-74,0,22,0
2010,NYC,Black Non Hispanic,M,65-74,0,51,6
2010,NYC,Black Non Hispanic,F,75-84,0,8,1
2010,NYC,Black Non Hispanic,M,75-84,0,25,0
2010,NYC,Black Non Hispanic,F,85+,0,3,0
2010,NYC,Black Non Hispanic,M,85+,0,3,2
2010,NYC,Black Non Hispanic,F,<1,0,0,0
2010,NYC,Black Non Hispanic,M,<1,0,0,0
2010,NYC,Black Non Hispanic,F,Total,1,122,19
2010,NYC,Black Non Hispanic,M,Total,10,297,59
2010,NYC,Hispanic,F,1-9,0,0,0
2010,NYC,Hispanic,M,1-9,0,0,0
2010,NYC,Hispanic,F,10-19,0,0,1
2010,NYC,Hispanic,M,10-19,1,1,3
2010,NYC,Hispanic,F,20-24,0,0,3
